device,intf,description,ip_addr,shutdown,snmp_location
lgs1402-10c-0201-clf21,Ethernet1/25,connected-to-lgs1402-10c-0110-csp04-Ethernet1/24,10.13.64.196/31,FALSE,Las Vegas Colo
lgs1402-10c-0201-clf21,mgmt0,,10.20.14.39/25,FALSE,Las Vegas Colo
lgs1402-10c-0201-clf21,loopback0,Routing loopback interface,10.10.64.24/32,FALSE,Las Vegas Colo
lgs1402-10c-0201-clf21,loopback1,VTEP loopback interface,10.10.64.95/32,FALSE,Las Vegas Colo
lgs1402-10c-0204-mlf23,Ethernet1/49,connected-to-lgs1402-09c-0101-msp01-Ethernet1/27,10.12.48.205/31,FALSE,Las Vegas Colo
lgs1402-10c-0204-mlf23,Ethernet1/50,connected-to-lgs1402-09c-0110-msp02-Ethernet1/27,10.12.48.211/31,FALSE,Las Vegas Colo
lgs1402-10c-0204-mlf23,Ethernet1/51,connected-to-lgs1402-10c-0101-msp03-Ethernet1/27,10.12.48.201/31,FALSE,Las Vegas Colo
lgs1402-10c-0204-mlf23,Ethernet1/52,connected-to-lgs1402-10c-0110-msp04-Ethernet1/27,10.12.48.213/31,FALSE,Las Vegas Colo
lgs1402-10c-0204-mlf23,mgmt0,,10.20.13.169/25,FALSE,Las Vegas Colo
lgs1402-10c-0204-mlf23,loopback0,Routing loopback interface,10.10.48.35/32,FALSE,Las Vegas Colo
lgs1402-10c-0204-mlf23,loopback1,VTEP loopback interface,10.10.48.70/32,FALSE,Las Vegas Colo
lgs1402-10c-0203-mlf22,Ethernet1/49,connected-to-lgs1402-09c-0101-msp01-Ethernet1/26,10.12.48.254/31,FALSE,Las Vegas Colo
lgs1402-10c-0203-mlf22,Ethernet1/50,connected-to-lgs1402-09c-0110-msp02-Ethernet1/26,10.12.48.203/31,FALSE,Las Vegas Colo
lgs1402-10c-0203-mlf22,Ethernet1/51,connected-to-lgs1402-10c-0101-msp03-Ethernet1/26,10.12.48.240/31,FALSE,Las Vegas Colo
lgs1402-10c-0203-mlf22,Ethernet1/52,connected-to-lgs1402-10c-0110-msp04-Ethernet1/26,10.12.48.207/31,FALSE,Las Vegas Colo
lgs1402-10c-0203-mlf22,mgmt0,,10.20.13.168/25,FALSE,Las Vegas Colo
lgs1402-10c-0203-mlf22,loopback0,Routing loopback interface,10.10.48.31/32,FALSE,Las Vegas Colo
lgs1402-10c-0203-mlf22,loopback1,VTEP loopback interface,10.10.48.80/32,FALSE,Las Vegas Colo
lgs1402-10c-0201-slf21,Ethernet1/1,connected-to-lgs1402-09c-0101-ssp01-Ethernet1/24,10.14.80.245/31,FALSE,Las Vegas Colo
lgs1402-10c-0201-slf21,Ethernet1/9,connected-to-lgs1402-09c-0110-ssp02-Ethernet1/24,10.14.80.247/31,FALSE,Las Vegas Colo
lgs1402-10c-0201-slf21,Ethernet1/17,connected-to-lgs1402-10c-0101-ssp03-Ethernet1/24,10.14.80.136/31,FALSE,Las Vegas Colo
lgs1402-10c-0201-slf21,Ethernet1/25,connected-to-lgs1402-10c-0110-ssp04-Ethernet1/24,10.14.80.125/31,FALSE,Las Vegas Colo
lgs1402-10c-0201-slf21,mgmt0,,10.20.14.167/25,FALSE,Las Vegas Colo
lgs1402-10c-0201-slf21,loopback0,Routing loopback interface,10.10.80.23/32,FALSE,Las Vegas Colo
lgs1402-10c-0201-slf21,loopback1,VTEP loopback interface,10.10.80.94/32,FALSE,Las Vegas Colo
lgs1402-10c-0204-clf23,Ethernet1/1,connected-to-lgs1402-09c-0101-csp01-Ethernet1/27,10.13.64.128/31,FALSE,Las Vegas Colo
lgs1402-10c-0204-clf23,Ethernet1/9,connected-to-lgs1402-09c-0110-csp02-Ethernet1/27,10.13.64.6/31,FALSE,Las Vegas Colo
lgs1402-10c-0204-clf23,Ethernet1/17,connected-to-lgs1402-10c-0101-csp03-Ethernet1/27,10.13.64.54/31,FALSE,Las Vegas Colo
lgs1402-10c-0204-clf23,Ethernet1/25,connected-to-lgs1402-10c-0110-csp04-Ethernet1/27,10.13.64.221/31,FALSE,Las Vegas Colo
lgs1402-10c-0204-clf23,mgmt0,,10.20.14.41/25,FALSE,Las Vegas Colo
lgs1402-10c-0204-clf23,loopback0,Routing loopback interface,10.10.64.29/32,FALSE,Las Vegas Colo
lgs1402-10c-0204-clf23,loopback1,VTEP loopback interface,10.10.64.79/32,FALSE,Las Vegas Colo
lgs1402-10c-0203-clf22,Ethernet1/1,connected-to-lgs1402-09c-0101-csp01-Ethernet1/26,10.13.64.144/31,FALSE,Las Vegas Colo
lgs1402-10c-0203-clf22,Ethernet1/9,connected-to-lgs1402-09c-0110-csp02-Ethernet1/26,10.13.64.24/31,FALSE,Las Vegas Colo
lgs1402-10c-0203-clf22,Ethernet1/17,connected-to-lgs1402-10c-0101-csp03-Ethernet1/26,10.13.64.68/31,FALSE,Las Vegas Colo
lgs1402-10c-0203-clf22,Ethernet1/25,connected-to-lgs1402-10c-0110-csp04-Ethernet1/26,10.13.64.166/31,FALSE,Las Vegas Colo
lgs1402-10c-0203-clf22,mgmt0,,10.20.14.40/25,FALSE,Las Vegas Colo
lgs1402-10c-0203-clf22,loopback0,Routing loopback interface,10.10.64.17/32,FALSE,Las Vegas Colo
lgs1402-10c-0203-clf22,loopback1,VTEP loopback interface,10.10.64.73/32,FALSE,Las Vegas Colo
lgs1402-10c-0203-slf22,Ethernet1/1,connected-to-lgs1402-09c-0101-ssp01-Ethernet1/26,10.14.80.54/31,FALSE,Las Vegas Colo
lgs1402-10c-0203-slf22,Ethernet1/9,connected-to-lgs1402-09c-0110-ssp02-Ethernet1/26,10.14.80.166/31,FALSE,Las Vegas Colo
lgs1402-10c-0203-slf22,Ethernet1/17,connected-to-lgs1402-10c-0101-ssp03-Ethernet1/26,10.14.80.200/31,FALSE,Las Vegas Colo
lgs1402-10c-0203-slf22,Ethernet1/25,connected-to-lgs1402-10c-0110-ssp04-Ethernet1/26,10.14.80.218/31,FALSE,Las Vegas Colo
lgs1402-10c-0203-slf22,mgmt0,,10.20.14.168/25,FALSE,Las Vegas Colo
lgs1402-10c-0203-slf22,loopback0,Routing loopback interface,10.10.80.33/32,FALSE,Las Vegas Colo
lgs1402-10c-0203-slf22,loopback1,VTEP loopback interface,10.10.80.93/32,FALSE,Las Vegas Colo
lgs1402-10c-0205-clf24,Ethernet1/1,connected-to-lgs1402-09c-0101-csp01-Ethernet1/28,10.13.64.96/31,FALSE,Las Vegas Colo
lgs1402-10c-0205-clf24,Ethernet1/9,connected-to-lgs1402-09c-0110-csp02-Ethernet1/28,10.13.64.98/31,FALSE,Las Vegas Colo
lgs1402-10c-0205-clf24,Ethernet1/17,connected-to-lgs1402-10c-0101-csp03-Ethernet1/28,10.13.64.134/31,FALSE,Las Vegas Colo
lgs1402-10c-0205-clf24,Ethernet1/25,connected-to-lgs1402-10c-0110-csp04-Ethernet1/28,10.13.64.132/31,FALSE,Las Vegas Colo
lgs1402-10c-0205-clf24,mgmt0,,10.20.14.42/25,FALSE,Las Vegas Colo
lgs1402-10c-0205-clf24,loopback0,Routing loopback interface,10.10.64.32/32,FALSE,Las Vegas Colo
lgs1402-10c-0205-clf24,loopback1,VTEP loopback interface,10.10.64.90/32,FALSE,Las Vegas Colo
lgs1402-10c-0204-slf23,Ethernet1/1,connected-to-lgs1402-09c-0101-ssp01-Ethernet1/27,10.14.80.28/31,FALSE,Las Vegas Colo
lgs1402-10c-0204-slf23,Ethernet1/9,connected-to-lgs1402-09c-0110-ssp02-Ethernet1/27,10.14.80.52/31,FALSE,Las Vegas Colo
lgs1402-10c-0204-slf23,Ethernet1/17,connected-to-lgs1402-10c-0101-ssp03-Ethernet1/27,10.14.80.216/31,FALSE,Las Vegas Colo
lgs1402-10c-0204-slf23,Ethernet1/25,connected-to-lgs1402-10c-0110-ssp04-Ethernet1/27,10.14.80.138/31,FALSE,Las Vegas Colo
lgs1402-10c-0204-slf23,mgmt0,,10.20.14.169/25,FALSE,Las Vegas Colo
lgs1402-10c-0204-slf23,loopback0,Routing loopback interface,10.10.80.11/32,FALSE,Las Vegas Colo
lgs1402-10c-0204-slf23,loopback1,VTEP loopback interface,10.10.80.92/32,FALSE,Las Vegas Colo
lgs1402-10c-0206-mlf25,Ethernet1/49,connected-to-lgs1402-09c-0101-msp01-Ethernet1/29,10.12.48.246/31,FALSE,Las Vegas Colo
lgs1402-10c-0206-mlf25,Ethernet1/50,connected-to-lgs1402-09c-0110-msp02-Ethernet1/29,10.12.48.227/31,FALSE,Las Vegas Colo
lgs1402-10c-0206-mlf25,Ethernet1/51,connected-to-lgs1402-10c-0101-msp03-Ethernet1/29,10.12.48.248/31,FALSE,Las Vegas Colo
lgs1402-10c-0206-mlf25,Ethernet1/52,connected-to-lgs1402-10c-0110-msp04-Ethernet1/29,10.12.48.229/31,FALSE,Las Vegas Colo
lgs1402-10c-0206-mlf25,mgmt0,,10.20.13.171/25,FALSE,Las Vegas Colo
lgs1402-10c-0206-mlf25,loopback0,Routing loopback interface,10.10.48.15/32,FALSE,Las Vegas Colo
lgs1402-10c-0206-mlf25,loopback1,VTEP loopback interface,10.10.48.87/32,FALSE,Las Vegas Colo
lgs1402-10c-0206-clf25,Ethernet1/1,connected-to-lgs1402-09c-0101-csp01-Ethernet1/29,10.13.64.251/31,FALSE,Las Vegas Colo
lgs1402-10c-0206-clf25,Ethernet1/9,connected-to-lgs1402-09c-0110-csp02-Ethernet1/29,10.13.64.249/31,FALSE,Las Vegas Colo
lgs1402-10c-0206-clf25,Ethernet1/17,connected-to-lgs1402-10c-0101-csp03-Ethernet1/29,10.13.64.247/31,FALSE,Las Vegas Colo
lgs1402-10c-0206-clf25,Ethernet1/25,connected-to-lgs1402-10c-0110-csp04-Ethernet1/29,10.13.64.229/31,FALSE,Las Vegas Colo
lgs1402-10c-0206-clf25,mgmt0,,10.20.14.43/25,FALSE,Las Vegas Colo
lgs1402-10c-0206-clf25,loopback0,Routing loopback interface,10.10.64.9/32,FALSE,Las Vegas Colo
lgs1402-10c-0206-clf25,loopback1,VTEP loopback interface,10.10.64.81/32,FALSE,Las Vegas Colo
lgs1402-10c-0207-slf26,Ethernet1/1,connected-to-lgs1402-09c-0101-ssp01-Ethernet1/30,10.14.80.44/31,FALSE,Las Vegas Colo
lgs1402-10c-0207-slf26,Ethernet1/9,connected-to-lgs1402-09c-0110-ssp02-Ethernet1/30,10.14.80.116/31,FALSE,Las Vegas Colo
lgs1402-10c-0207-slf26,Ethernet1/17,connected-to-lgs1402-10c-0101-ssp03-Ethernet1/30,10.14.80.96/31,FALSE,Las Vegas Colo
lgs1402-10c-0207-slf26,Ethernet1/25,connected-to-lgs1402-10c-0110-ssp04-Ethernet1/30,10.14.80.194/31,FALSE,Las Vegas Colo
lgs1402-10c-0207-slf26,mgmt0,,10.20.14.172/25,FALSE,Las Vegas Colo
lgs1402-10c-0207-slf26,loopback0,Routing loopback interface,10.10.80.22/32,FALSE,Las Vegas Colo
lgs1402-10c-0207-slf26,loopback1,VTEP loopback interface,10.10.80.91/32,FALSE,Las Vegas Colo
lgs1402-10c-0205-mlf24,Ethernet1/49,connected-to-lgs1402-09c-0101-msp01-Ethernet1/28,10.12.48.215/31,FALSE,Las Vegas Colo
lgs1402-10c-0205-mlf24,Ethernet1/50,connected-to-lgs1402-09c-0110-msp02-Ethernet1/28,10.12.48.219/31,FALSE,Las Vegas Colo
lgs1402-10c-0205-mlf24,Ethernet1/51,connected-to-lgs1402-10c-0101-msp03-Ethernet1/28,10.12.48.209/31,FALSE,Las Vegas Colo
lgs1402-10c-0205-mlf24,Ethernet1/52,connected-to-lgs1402-10c-0110-msp04-Ethernet1/28,10.12.48.221/31,FALSE,Las Vegas Colo
lgs1402-10c-0205-mlf24,mgmt0,,10.20.13.170/25,FALSE,Las Vegas Colo
lgs1402-10c-0205-mlf24,loopback0,Routing loopback interface,10.10.48.12/32,FALSE,Las Vegas Colo
lgs1402-10c-0205-mlf24,loopback1,VTEP loopback interface,10.10.48.78/32,FALSE,Las Vegas Colo
lgs1402-10c-0205-slf24,Ethernet1/1,connected-to-lgs1402-09c-0101-ssp01-Ethernet1/28,10.14.80.76/31,FALSE,Las Vegas Colo
lgs1402-10c-0205-slf24,Ethernet1/9,connected-to-lgs1402-09c-0110-ssp02-Ethernet1/28,10.14.80.60/31,FALSE,Las Vegas Colo
lgs1402-10c-0205-slf24,Ethernet1/17,connected-to-lgs1402-10c-0101-ssp03-Ethernet1/28,10.14.80.144/31,FALSE,Las Vegas Colo
lgs1402-10c-0205-slf24,Ethernet1/25,connected-to-lgs1402-10c-0110-ssp04-Ethernet1/28,10.14.80.130/31,FALSE,Las Vegas Colo
lgs1402-10c-0205-slf24,mgmt0,,10.20.14.170/25,FALSE,Las Vegas Colo
lgs1402-10c-0205-slf24,loopback0,Routing loopback interface,10.10.80.7/32,FALSE,Las Vegas Colo
lgs1402-10c-0205-slf24,loopback1,VTEP loopback interface,10.10.80.80/32,FALSE,Las Vegas Colo
lgs1402-10c-0207-mlf26,Ethernet1/49,connected-to-lgs1402-09c-0101-msp01-Ethernet1/30,10.12.48.223/31,FALSE,Las Vegas Colo
lgs1402-10c-0207-mlf26,Ethernet1/50,connected-to-lgs1402-09c-0110-msp02-Ethernet1/30,10.12.48.235/31,FALSE,Las Vegas Colo
lgs1402-10c-0207-mlf26,Ethernet1/51,connected-to-lgs1402-10c-0101-msp03-Ethernet1/30,10.12.48.217/31,FALSE,Las Vegas Colo
lgs1402-10c-0207-mlf26,Ethernet1/52,connected-to-lgs1402-10c-0110-msp04-Ethernet1/30,10.12.48.237/31,FALSE,Las Vegas Colo
lgs1402-10c-0207-mlf26,mgmt0,,10.20.13.172/25,FALSE,Las Vegas Colo
lgs1402-10c-0207-mlf26,loopback0,Routing loopback interface,10.10.48.17/32,FALSE,Las Vegas Colo
lgs1402-10c-0207-mlf26,loopback1,VTEP loopback interface,10.10.48.93/32,FALSE,Las Vegas Colo
lgs1402-10c-0206-slf25,Ethernet1/1,connected-to-lgs1402-09c-0101-ssp01-Ethernet1/29,10.14.80.68/31,FALSE,Las Vegas Colo
lgs1402-10c-0206-slf25,Ethernet1/9,connected-to-lgs1402-09c-0110-ssp02-Ethernet1/29,10.14.80.86/31,FALSE,Las Vegas Colo
lgs1402-10c-0206-slf25,Ethernet1/17,connected-to-lgs1402-10c-0101-ssp03-Ethernet1/29,10.14.80.72/31,FALSE,Las Vegas Colo
lgs1402-10c-0206-slf25,Ethernet1/25,connected-to-lgs1402-10c-0110-ssp04-Ethernet1/29,10.14.80.146/31,FALSE,Las Vegas Colo
lgs1402-10c-0206-slf25,mgmt0,,10.20.14.171/25,FALSE,Las Vegas Colo
lgs1402-10c-0206-slf25,loopback0,Routing loopback interface,10.10.80.2/32,FALSE,Las Vegas Colo
lgs1402-10c-0206-slf25,loopback1,VTEP loopback interface,10.10.80.70/32,FALSE,Las Vegas Colo
lgs1402-10c-0207-clf26,Ethernet1/1,connected-to-lgs1402-09c-0101-csp01-Ethernet1/30,10.13.64.104/31,FALSE,Las Vegas Colo
lgs1402-10c-0207-clf26,Ethernet1/9,connected-to-lgs1402-09c-0110-csp02-Ethernet1/30,10.13.64.130/31,FALSE,Las Vegas Colo
lgs1402-10c-0207-clf26,Ethernet1/17,connected-to-lgs1402-10c-0101-csp03-Ethernet1/30,10.13.64.253/31,FALSE,Las Vegas Colo
lgs1402-10c-0207-clf26,Ethernet1/25,connected-to-lgs1402-10c-0110-csp04-Ethernet1/30,10.13.64.239/31,FALSE,Las Vegas Colo
lgs1402-10c-0207-clf26,mgmt0,,10.20.14.44/25,FALSE,Las Vegas Colo
lgs1402-10c-0207-clf26,loopback0,Routing loopback interface,10.10.64.11/32,FALSE,Las Vegas Colo
lgs1402-10c-0207-clf26,loopback1,VTEP loopback interface,10.10.64.85/32,FALSE,Las Vegas Colo
lgs1501-01b-0101-clp-aws01,Ethernet1/1.100,lgs1501-01b-0201-clp-aws-sb01 E1/2.100,10.20.3.1/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-clp-aws01,Ethernet1/9.100,lgs1502-10c-0201-clp-aws-sb02 E1/2.100,10.20.3.5/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-clp-aws01,mgmt0,,10.20.10.95/24,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-clp-aws01,loopback0,BGP Router Loopback,10.20.0.61/32,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-clp-azr01,Ethernet1/1.100,lgs1501-01b-0201-clp-azr-sb01 E1/2.100,10.20.3.9/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-clp-azr01,Ethernet1/9.100,lgs1502-10c-0201-clp-azr-sb02 E1/2.100,10.20.3.13/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-clp-azr01,mgmt0,,10.20.10.97/24,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-clp-azr01,loopback0,BGP Router Loopback,10.20.0.63/32,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1402-10c-0209-mlf27,Ethernet1/49,connected-to-lgs1402-09c-0101-msp01-Ethernet1/31,10.12.48.231/31,FALSE,Las Vegas Colo
lgs1402-10c-0209-mlf27,Ethernet1/50,connected-to-lgs1402-09c-0110-msp02-Ethernet1/31,10.12.48.245/31,FALSE,Las Vegas Colo
lgs1402-10c-0209-mlf27,Ethernet1/51,connected-to-lgs1402-10c-0101-msp03-Ethernet1/31,10.12.48.225/31,FALSE,Las Vegas Colo
lgs1402-10c-0209-mlf27,Ethernet1/52,connected-to-lgs1402-10c-0110-msp04-Ethernet1/31,10.12.48.243/31,FALSE,Las Vegas Colo
lgs1402-10c-0209-mlf27,mgmt0,,10.20.13.173/25,FALSE,Las Vegas Colo
lgs1402-10c-0209-mlf27,loopback0,Routing loopback interface,10.10.48.19/32,FALSE,Las Vegas Colo
lgs1402-10c-0209-mlf27,loopback1,VTEP loopback interface,10.10.48.71/32,FALSE,Las Vegas Colo
lgs1402-10c-0210-slf28,Ethernet1/1,connected-to-lgs1402-09c-0101-ssp01-Ethernet1/32,10.14.80.100/31,FALSE,Las Vegas Colo
lgs1402-10c-0210-slf28,Ethernet1/9,connected-to-lgs1402-09c-0110-ssp02-Ethernet1/32,10.14.80.150/31,FALSE,Las Vegas Colo
lgs1402-10c-0210-slf28,Ethernet1/17,connected-to-lgs1402-10c-0101-ssp03-Ethernet1/32,10.14.80.42/31,FALSE,Las Vegas Colo
lgs1402-10c-0210-slf28,Ethernet1/25,connected-to-lgs1402-10c-0110-ssp04-Ethernet1/32,10.14.80.226/31,FALSE,Las Vegas Colo
lgs1402-10c-0210-slf28,mgmt0,,10.20.14.174/25,FALSE,Las Vegas Colo
lgs1402-10c-0210-slf28,loopback0,Routing loopback interface,10.10.80.1/32,FALSE,Las Vegas Colo
lgs1402-10c-0210-slf28,loopback1,VTEP loopback interface,10.10.80.68/32,FALSE,Las Vegas Colo
lgs1402-10c-0209-slf27,Ethernet1/1,connected-to-lgs1402-09c-0101-ssp01-Ethernet1/31,10.14.80.62/31,FALSE,Las Vegas Colo
lgs1402-10c-0209-slf27,Ethernet1/9,connected-to-lgs1402-09c-0110-ssp02-Ethernet1/31,10.14.80.132/31,FALSE,Las Vegas Colo
lgs1402-10c-0209-slf27,Ethernet1/17,connected-to-lgs1402-10c-0101-ssp03-Ethernet1/31,10.14.80.48/31,FALSE,Las Vegas Colo
lgs1402-10c-0209-slf27,Ethernet1/25,connected-to-lgs1402-10c-0110-ssp04-Ethernet1/31,10.14.80.234/31,FALSE,Las Vegas Colo
lgs1402-10c-0209-slf27,mgmt0,,10.20.14.173/25,FALSE,Las Vegas Colo
lgs1402-10c-0209-slf27,loopback0,Routing loopback interface,10.10.80.8/32,FALSE,Las Vegas Colo
lgs1402-10c-0209-slf27,loopback1,VTEP loopback interface,10.10.80.83/32,FALSE,Las Vegas Colo
lgs1402-10c-0210-mlf28,Ethernet1/49,connected-to-lgs1402-09c-0101-msp01-Ethernet1/32,10.12.48.239/31,FALSE,Las Vegas Colo
lgs1402-10c-0210-mlf28,Ethernet1/50,connected-to-lgs1402-09c-0110-msp02-Ethernet1/32,10.12.48.251/31,FALSE,Las Vegas Colo
lgs1402-10c-0210-mlf28,Ethernet1/51,connected-to-lgs1402-10c-0101-msp03-Ethernet1/32,10.12.48.233/31,FALSE,Las Vegas Colo
lgs1402-10c-0210-mlf28,Ethernet1/52,connected-to-lgs1402-10c-0110-msp04-Ethernet1/32,10.12.48.253/31,FALSE,Las Vegas Colo
lgs1402-10c-0210-mlf28,mgmt0,,10.20.13.174/25,FALSE,Las Vegas Colo
lgs1402-10c-0210-mlf28,loopback0,Routing loopback interface,10.10.48.36/32,FALSE,Las Vegas Colo
lgs1402-10c-0210-mlf28,loopback1,VTEP loopback interface,10.10.48.74/32,FALSE,Las Vegas Colo
lgs1402-10c-0209-clf27,Ethernet1/1,connected-to-lgs1402-09c-0101-csp01-Ethernet1/31,10.13.64.90/31,FALSE,Las Vegas Colo
lgs1402-10c-0209-clf27,Ethernet1/9,connected-to-lgs1402-09c-0110-csp02-Ethernet1/31,10.13.64.48/31,FALSE,Las Vegas Colo
lgs1402-10c-0209-clf27,Ethernet1/17,connected-to-lgs1402-10c-0101-csp03-Ethernet1/31,10.13.64.62/31,FALSE,Las Vegas Colo
lgs1402-10c-0209-clf27,Ethernet1/25,connected-to-lgs1402-10c-0110-csp04-Ethernet1/31,10.13.64.245/31,FALSE,Las Vegas Colo
lgs1402-10c-0209-clf27,mgmt0,,10.20.14.45/25,FALSE,Las Vegas Colo
lgs1402-10c-0209-clf27,loopback0,Routing loopback interface,10.10.64.25/32,FALSE,Las Vegas Colo
lgs1402-10c-0209-clf27,loopback1,VTEP loopback interface,10.10.64.67/32,FALSE,Las Vegas Colo
lgs1402-10c-0210-clf28,Ethernet1/1,connected-to-lgs1402-09c-0101-csp01-Ethernet1/32,10.13.64.14/31,FALSE,Las Vegas Colo
lgs1402-10c-0210-clf28,Ethernet1/9,connected-to-lgs1402-09c-0110-csp02-Ethernet1/32,10.13.64.146/31,FALSE,Las Vegas Colo
lgs1402-10c-0210-clf28,Ethernet1/17,connected-to-lgs1402-10c-0101-csp03-Ethernet1/32,10.13.64.38/31,FALSE,Las Vegas Colo
lgs1402-10c-0210-clf28,Ethernet1/25,connected-to-lgs1402-10c-0110-csp04-Ethernet1/32,10.13.64.255/31,FALSE,Las Vegas Colo
lgs1402-10c-0210-clf28,mgmt0,,10.20.14.46/25,FALSE,Las Vegas Colo
lgs1402-10c-0210-clf28,loopback0,Routing loopback interface,10.10.64.31/32,FALSE,Las Vegas Colo
lgs1402-10c-0210-clf28,loopback1,VTEP loopback interface,10.10.64.87/32,FALSE,Las Vegas Colo
lgs1501-01b-0101-clp-gcp01,Ethernet1/1.100,lgs1501-01b-0201-clp-gcp-sb01 E1/2.100,10.20.2.241/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-clp-gcp01,Ethernet1/9.100,lgs1502-10c-0201-clp-gcp-sb02 E1/2.100,10.20.2.245/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-clp-gcp01,mgmt0,,10.20.10.91/24,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-clp-gcp01,loopback0,BGP Router Loopback,10.20.0.57/32,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-rep-r01,Ethernet1/1.100,lgs1501-01b-0201-rep-sb01 E1/2.100,10.20.2.5/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-rep-r01,Ethernet1/2,lgs1501-01b-0101-dci-r01 E1/3,10.20.3.41/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-rep-r01,Ethernet1/7,Zayo 100G to Reno DC ckt ID= OQYX/413286//ZYO,10.20.2.108/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-rep-r01,Ethernet1/9.100,lgs1502-10c-0201-rep-sb02 E1/2.100,10.20.2.9/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-rep-r01,Ethernet1/10,lgs1502-10c-0101-dci-r02 E1/3,10.20.3.45/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-rep-r01,Ethernet1/18.100,lgs1502-10c-0101-rep-r02 E1/18.100,10.20.2.0/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-rep-r01,Ethernet1/26.100,lgs1502-10c-0101-rep-r02 E1/26.100,10.20.2.2/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-rep-r01,Ethernet1/33,Cox Communications 10G to Windsor DC ckt# 99.KGGS.466229..COXC. to WIN-BS-L1-XPRESS-CVTY-DR-1 Te1/0/2,10.27.254.109/30,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-rep-r01,mgmt0,,10.20.10.13/24,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-rep-r01,loopback0,BGP Router Loopback,10.20.0.9/32,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-ma-ir01,mgmt0,,10.20.10.17/24,FALSE,"Las Vegas NAP15 TSCIF - 01b, Row1 Cab1"
lgs1501-01b-0101-oob-as17,Vlan191,Network Management,10.20.12.218/27,FALSE,NAP15 01B Row01 Cab02
lgs1501-01b-0101-clp-gcpbd01,Ethernet1/1.100,lgs1501-01b-0201-clp-gcpbd-sb01 E1/2.100,10.20.2.249/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-clp-gcpbd01,Ethernet1/9.100,lgs1502-10c-0201-clp-gcpbd-sb02 E1/2.100,10.20.2.253/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-clp-gcpbd01,mgmt0,,10.20.10.93/24,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-clp-gcpbd01,loopback0,BGP Router Loopback,10.20.0.59/32,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-clp-test-r01,Ethernet1/1.100,lgs1501-01b-0201-clp-test-sb01 E1/2.100,10.20.3.117/31,FALSE,Las Vegas Colo
lgs1501-01b-0101-clp-test-r01,Ethernet1/9.100,lgs1502-10c-0201-clp-test-sb02 E1/2.100,10.20.3.121/31,FALSE,Las Vegas Colo
lgs1501-01b-0101-clp-test-r01,mgmt0,,10.20.10.99/24,FALSE,Las Vegas Colo
lgs1501-01b-0101-clp-test-r01,loopback0,BGP Router Loopback,10.20.0.67/32,FALSE,Las Vegas Colo
lgs1501-01b-0101-dci-r01,Ethernet1/1.100,lgs1501-01b-0201-dci-sb01 E1/2.100,10.20.3.17/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-dci-r01,Ethernet1/3,lgs1501-01b-0101-rep-r01 E1/2,10.20.3.40/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
